demonicref,demonicsystemid,demonicid,caseref,demonic_type,demonic_text,createdby,createdate,lastupdatedby,lastupdatedon
DP/LA/7,LA,7,C/EGD/166,Anti-baptism,,LEM,2001-05-21T11:09:12,LEM,2001-05-21T11:09:16
DP/LA/700,LA,700,C/LA/3209,New name,,LEM,2002-08-05T12:11:35,LEM,2002-08-05T12:11:36
DP/LA/701,LA,701,C/LA/3210,Anti-baptism,,LEM,2002-08-05T12:14:15,LEM,2002-08-05T12:14:15
DP/LA/702,LA,702,C/LA/3210,Sex,,LEM,2002-08-05T12:14:16,LEM,2002-08-05T12:14:17
DP/LA/703,LA,703,C/LA/3210,New name,,LEM,2002-08-05T12:14:17,LEM,2002-08-05T12:14:19
DP/LA/704,LA,704,C/LA/3216,Anti-baptism,,LEM,2002-08-05T14:12:26,LEM,2002-08-05T14:12:27
DP/LA/705,LA,705,C/LA/3216,New name,,LEM,2002-08-05T14:12:27,LEM,2002-08-05T14:12:27
DP/LA/706,LA,706,C/LA/3216,Sex,,LEM,2002-08-05T14:12:29,LEM,2002-08-05T14:12:33
DP/LA/707,LA,707,C/LA/3217,Anti-baptism,,LEM,2002-08-05T14:13:54,LEM,2002-08-05T14:13:54
DP/LA/708,LA,708,C/LA/3217,Sex,,LEM,2002-08-05T14:13:55,LEM,2002-08-05T14:13:56
DP/LA/709,LA,709,C/LA/3217,New name,,LEM,2002-08-05T14:13:56,LEM,2002-08-05T14:13:58
DP/LA/710,LA,710,C/LA/3218,Anti-baptism,,LEM,2002-08-05T14:15:23,LEM,2002-08-05T14:15:23
DP/LA/711,LA,711,C/LA/3218,Sex,,LEM,2002-08-05T14:15:24,LEM,2002-08-05T14:15:25
DP/LA/712,LA,712,C/LA/3218,New name,,LEM,2002-08-05T14:15:26,LEM,2002-08-05T14:15:28
DP/LA/716,LA,716,C/LA/3220,Anti-baptism,,LEM,2002-08-05T14:18:37,LEM,2002-08-05T14:18:37
DP/LA/717,LA,717,C/LA/3220,Sex,,LEM,2002-08-05T14:18:38,LEM,2002-08-05T14:18:39
DP/LA/718,LA,718,C/LA/3220,New name,,LEM,2002-08-05T14:18:40,LEM,2002-08-05T14:18:42
DP/LA/719,LA,719,C/EGD/780,Sex,,LEM,2002-08-08T11:10:15,LEM,2002-08-08T11:10:18
DP/LA/720,LA,720,C/LA/3236,Paction,,LEM,2002-08-14T11:19:44,LEM,2002-08-14T11:19:50
DP/LA/721,LA,721,C/EGD/2452,Paction,,LEM,2002-08-14T15:01:32,LEM,2002-08-14T15:01:32
DP/LA/722,LA,722,C/EGD/2452,Anti-baptism,,LEM,2002-08-14T15:01:36,LEM,2002-08-14T15:01:38
DP/LA/723,LA,723,C/EGD/830,Anti-baptism,,LEM,2002-08-14T15:02:49,LEM,2002-08-14T15:02:50
DP/LA/724,LA,724,C/EGD/830,Paction,,LEM,2002-08-14T15:02:51,LEM,2002-08-14T15:02:53
DP/LA/725,LA,725,C/EGD/1474,Head and foot,,LEM,2002-08-20T14:58:33,LEM,2002-08-20T14:58:34
DP/LA/726,LA,726,C/EGD/1474,Anti-baptism,,LEM,2002-08-20T14:58:35,LEM,2002-08-20T14:58:35
DP/LA/727,LA,727,C/EGD/1474,Devil's Mark,,LEM,2002-08-20T14:58:46,LEM,2002-08-20T14:58:48
DP/LA/728,LA,728,C/EGD/1474,New name,Christian,LEM,2002-08-20T15:00:14,LEM,2002-08-20T15:00:34
DP/LA/729,LA,729,C/EGD/1474,Sex,,LEM,2002-08-20T15:00:35,LEM,2002-08-20T15:00:37
DP/LA/73,LA,73,C/EGD/380,Servant,,LEM,2001-06-29T11:05:21,LEM,2001-06-29T11:05:21
DP/LA/730,LA,730,C/EGD/1558,Anti-baptism,,LEM,2002-08-22T10:39:37,LEM,2002-08-22T10:39:38
DP/LA/731,LA,731,C/EGD/1558,Head and foot,,LEM,2002-08-22T10:39:39,LEM,2002-08-22T10:39:39
DP/LA/732,LA,732,C/EGD/1558,Devil's Mark,shoulder,LEM,2002-08-22T10:40:56,LEM,2002-08-22T10:41:50
DP/LA/733,LA,733,C/EGD/1558,Sex,,LEM,2002-08-22T10:42:19,LEM,2002-08-22T10:42:28
DP/LA/734,LA,734,C/EGD/1558,New name,Janet,LEM,2002-08-22T11:30:16,LEM,2002-08-22T11:30:41
DP/LA/735,LA,735,C/LA/3264,Anti-baptism,,LEM,2002-08-26T17:11:32,LEM,2002-08-26T17:11:32
DP/LA/736,LA,736,C/LA/3264,New name,May,LEM,2002-08-26T17:11:33,LEM,2002-08-26T17:11:43
DP/LA/737,LA,737,C/LA/3274,Anti-baptism,,LEM,2002-08-26T18:27:48,LEM,2002-08-26T18:27:49
DP/LA/738,LA,738,C/LA/3274,Servant,,LEM,2002-08-26T18:27:50,LEM,2002-08-26T18:27:52
DP/LA/739,LA,739,C/LA/3276,Paction,,LEM,2002-08-26T18:41:53,LEM,2002-08-26T18:42:26
DP/LA/74,LA,74,C/EGD/380,Anti-baptism,,LEM,2001-06-29T11:05:23,LEM,2001-06-29T11:05:24
DP/LA/740,LA,740,C/EGD/587,Servant,,LEM,2002-08-28T11:04:17,LEM,2002-08-28T11:04:18
DP/LA/741,LA,741,C/EGD/587,Sex,,LEM,2002-08-28T11:04:20,LEM,2002-08-28T11:04:21
DP/LA/742,LA,742,C/EGD/587,Devil's Mark,,LEM,2002-08-28T11:04:22,LEM,2002-08-28T11:04:28
DP/LA/743,LA,743,C/EGD/589,Anti-baptism,,LEM,2002-08-28T12:00:39,LEM,2002-08-28T12:00:39
DP/LA/744,LA,744,C/EGD/589,Paction,,LEM,2002-08-28T12:00:41,LEM,2002-08-28T12:00:41
DP/LA/745,LA,745,C/EGD/588,Servant,,LEM,2002-08-28T12:11:15,LEM,2002-08-28T12:11:16
DP/LA/746,LA,746,C/EGD/588,Devil's Mark,,LEM,2002-08-28T12:11:16,LEM,2002-08-28T12:11:17
DP/LA/747,LA,747,C/EGD/588,Sex,,LEM,2002-08-28T12:11:19,LEM,2002-08-28T12:11:22
DP/LA/748,LA,748,C/LA/3277,Sex,,LEM,2002-08-28T17:38:59,LEM,2002-08-28T17:39:00
DP/LA/749,LA,749,C/LA/3277,Devil's Mark,,LEM,2002-08-28T17:39:09,LEM,2002-08-28T17:39:11
DP/LA/75,LA,75,C/EGD/380,Sex,,LEM,2001-06-29T11:05:28,LEM,2001-06-29T11:05:30
DP/LA/750,LA,750,C/LA/3278,Paction,,LEM,2002-08-28T17:45:40,LEM,2002-08-28T17:45:41
DP/LA/751,LA,751,C/LA/3278,Anti-baptism,,LEM,2002-08-28T17:45:42,LEM,2002-08-28T17:45:42
DP/LA/752,LA,752,C/LA/3278,Sex,,LEM,2002-08-28T17:45:43,LEM,2002-08-28T17:45:44
DP/LA/753,LA,753,C/LA/3278,Body and soul,,LEM,2002-08-28T17:45:48,LEM,2002-08-28T17:45:53
DP/LA/754,LA,754,C/LA/3277,Anti-baptism,,LEM,2002-08-28T20:56:45,LEM,2002-08-28T20:56:46
DP/LA/755,LA,755,C/LA/3277,Servant,,LEM,2002-08-28T20:56:50,LEM,2002-08-28T20:56:51
DP/LA/756,LA,756,C/LA/3277,Body and soul,,LEM,2002-08-28T20:56:52,LEM,2002-08-28T20:57:03
DP/LA/757,LA,757,C/EGD/2613,Devil's Mark,,LEM,2002-09-02T12:58:02,LEM,2002-09-02T12:58:04
DP/LA/76,LA,76,C/EGD/380,New name,Buntein,LEM,2001-06-29T11:05:32,LEM,2001-06-29T11:05:45
DP/LA/760,LA,760,C/JO/3073,Devil's Mark,,LEM,2002-10-31T12:15:29,LEM,2002-10-31T12:15:33
DP/LA/761,LA,761,C/JO/2885,Devil's Mark,,LEM,2002-11-01T10:38:41,LEM,2002-11-01T10:38:43
DP/LA/762,LA,762,C/JO/2700,,,LEM,2002-11-04T09:39:23,LEM,2002-11-04T09:39:27
DP/LA/764,LA,764,C/EGD/1224,Sex,,LEM,2002-11-18T15:51:56,LEM,2002-11-18T15:51:58
DP/LA/765,LA,765,C/EGD/1225,Tacit pact,,LEM,2002-11-18T16:05:56,LEM,2002-11-18T16:05:57
DP/LA/766,LA,766,C/EGD/1226,Sex,,LEM,2002-11-18T16:18:54,LEM,2002-11-18T16:18:57
DP/LA/77,LA,77,C/EGD/380,Devil's Mark,Right side,LEM,2001-06-29T11:05:47,LEM,2001-06-29T11:05:54
DP/LA/78,LA,78,C/EGD/380,Devil's Mark,under left papie,LEM,2001-06-29T11:05:48,LEM,2001-06-29T11:06:08
DP/LA/79,LA,79,C/EGD/380,Want nothing,,LEM,2001-06-29T11:06:10,LEM,2001-06-29T11:06:31
DP/LA/8,LA,8,C/EGD/166,Bond/Band,'Bund man',LEM,2001-05-21T11:09:23,LEM,2001-05-21T11:09:41
DP/LA/80,LA,80,C/EGD/384,Anti-baptism,,LEM,2001-06-29T12:23:00,LEM,2001-06-29T12:23:01
DP/LA/81,LA,81,C/EGD/384,Devil's Mark,,LEM,2001-06-29T12:23:04,LEM,2001-06-29T12:23:05
DP/LA/82,LA,82,C/EGD/384,New name,Crooked Patersone,LEM,2001-06-29T12:23:08,LEM,2001-06-29T12:23:16
DP/LA/83,LA,83,C/EGD/384,Servant,,LEM,2001-06-29T12:23:27,LEM,2001-06-29T12:23:28
DP/LA/84,LA,84,C/EGD/384,Sex,,LEM,2001-06-29T12:23:29,LEM,2001-06-29T12:23:38
DP/LA/85,LA,85,C/EGD/381,Anti-baptism,,LEM,2001-06-29T12:50:08,LEM,2001-06-29T12:50:10
DP/LA/86,LA,86,C/EGD/381,Devil's Mark,,LEM,2001-06-29T12:50:12,LEM,2001-06-29T12:50:13
DP/LA/87,LA,87,C/EGD/381,New name,,LEM,2001-06-29T12:50:16,LEM,2001-06-29T12:50:18
DP/LA/88,LA,88,C/EGD/381,sex,,LEM,2001-06-29T12:50:21,LEM,2001-06-29T12:50:28
DP/LA/89,LA,89,C/EGD/381,Servant,,LEM,2001-06-29T12:50:29,LEM,2001-06-29T12:50:31
DP/LA/90,LA,90,C/EGD/382,Anti-baptism,,LEM,2001-06-29T13:00:26,LEM,2001-06-29T13:00:26
DP/LA/91,LA,91,C/EGD/382,Devil's Mark,,LEM,2001-06-29T13:00:29,LEM,2001-06-29T13:00:31
DP/LA/92,LA,92,C/EGD/382,New name,Trotter,LEM,2001-06-29T13:00:32,LEM,2001-06-29T13:00:40
DP/LA/93,LA,93,C/EGD/382,Devil's Mark,shoulder,LEM,2001-06-29T13:00:42,LEM,2001-06-29T13:00:46
DP/LA/94,LA,94,C/EGD/382,Devil's Mark,left arm,LEM,2001-06-29T13:00:47,LEM,2001-06-29T13:00:58
DP/LA/95,LA,95,C/EGD/382,Sex,,LEM,2001-06-29T13:00:59,LEM,2001-06-29T13:01:01
DP/LA/96,LA,96,C/EGD/382,Servant,,LEM,2001-06-29T13:01:02,LEM,2001-06-29T13:01:03
DP/LA/97,LA,97,C/EGD/385,Anti-baptism,,LEM,2001-06-29T13:17:59,LEM,2001-06-29T13:18:00
DP/LA/98,LA,98,C/EGD/385,New name,Bold Leslie,LEM,2001-06-29T13:18:02,jhm,2002-11-05T15:34:39
DP/LA/99,LA,99,C/EGD/385,Servant,,LEM,2001-06-29T13:18:22,LEM,2001-06-29T13:18:22
